ind	alt	id	set	choice	brand1	brand2	cap1	cap2	price1	price2	filter	therm	ch
332	2	42	4	2	0	1	0	1	1	0	0	1	1
332	3	42	4	2	1	0	1	0	0	1	1	0	0
333	1	42	5	1	1	0	0	1	0	1	0	1	1
333	2	42	5	1	0	0	0	0	1	0	1	0	0
333	3	42	5	1	1	0	1	0	0	1	1	0	0
334	1	42	6	2	0	1	1	0	0	1	1	0	0
334	2	42	6	2	0	0	0	1	0	1	0	0	1
334	3	42	6	2	1	0	1	0	0	1	1	0	0
335	1	42	7	3	1	0	0	0	0	0	0	0	0
335	2	42	7	3	0	0	1	0	0	0	0	1	0
335	3	42	7	3	1	0	1	0	0	1	1	0	1
336	1	42	8	3	0	1	0	0	0	1	0	1	0
336	2	42	8	3	0	1	0	1	0	0	1	0	0
336	3	42	8	3	1	0	1	0	0	1	1	0	1
337	1	43	1	3	1	0	0	1	0	1	1	0	0
337	2	43	1	3	0	1	0	0	0	1	1	1	0
337	3	43	1	3	1	0	1	0	0	1	1	0	1
338	1	43	2	3	0	1	1	0	0	1	0	0	0
338	2	43	2	3	0	0	0	1	0	1	1	1	0
338	3	43	2	3	1	0	1	0	0	1	1	0	1
339	1	43	3	3	0	1	0	1	1	0	0	0	0
339	2	43	3	3	0	1	0	1	0	0	1	1	0
339	3	43	3	3	1	0	1	0	0	1	1	0	1
340	1	43	4	3	1	0	1	0	1	0	1	1	0
340	2	43	4	3	0	1	0	1	1	0	0	1	0
340	3	43	4	3	1	0	1	0	0	1	1	0	1
341	1	43	5	3	1	0	0	1	0	1	0	1	0
341	2	43	5	3	0	0	0	0	1	0	1	0	0
341	3	43	5	3	1	0	1	0	0	1	1	0	1
342	1	43	6	3	0	1	1	0	0	1	1	0	0
342	2	43	6	3	0	0	0	1	0	1	0	0	0
342	3	43	6	3	1	0	1	0	0	1	1	0	1
343	1	43	7	3	1	0	0	0	0	0	0	0	0
343	2	43	7	3	0	0	1	0	0	0	0	1	0
343	3	43	7	3	1	0	1	0	0	1	1	0	1
344	1	43	8	3	0	1	0	0	0	1	0	1	0
344	2	43	8	3	0	1	0	1	0	0	1	0	0
344	3	43	8	3	1	0	1	0	0	1	1	0	1
345	1	44	1	2	1	0	0	1	0	1	1	0	0
345	2	44	1	2	0	1	0	0	0	1	1	1	1
345	3	44	1	2	1	0	1	0	0	1	1	0	0
346	1	44	2	2	0	1	1	0	0	1	0	0	0
346	2	44	2	2	0	0	0	1	0	1	1	1	1
346	3	44	2	2	1	0	1	0	0	1	1	0	0
347	1	44	3	2	0	1	0	1	1	0	0	0	0
347	2	44	3	2	0	1	0	1	0	0	1	1	1
347	3	44	3	2	1	0	1	0	0	1	1	0	0
348	1	44	4	2	1	0	1	0	1	0	1	1	0
348	2	44	4	2	0	1	0	1	1	0	0	1	1
348	3	44	4	2	1	0	1	0	0	1	1	0	0
349	1	44	5	1	1	0	0	1	0	1	0	1	1
349	2	44	5	1	0	0	0	0	1	0	1	0	0
349	3	44	5	1	1	0	1	0	0	1	1	0	0
350	1	44	6	2	0	1	1	0	0	1	1	0	0
350	2	44	6	2	0	0	0	1	0	1	0	0	1
350	3	44	6	2	1	0	1	0	0	1	1	0	0
351	1	44	7	2	1	0	0	0	0	0	0	0	0
351	2	44	7	2	0	0	1	0	0	0	0	1	1
351	3	44	7	2	1	0	1	0	0	1	1	0	0
352	1	44	8	1	0	1	0	0	0	1	0	1	1
352	2	44	8	1	0	1	0	1	0	0	1	0	0
352	3	44	8	1	1	0	1	0	0	1	1	0	0
353	1	45	1	1	1	0	0	1	0	1	1	0	1
353	2	45	1	1	0	1	0	0	0	1	1	1	0
353	3	45	1	1	1	0	1	0	0	1	1	0	0
354	1	45	2	3	0	1	1	0	0	1	0	0	0
354	2	45	2	3	0	0	0	1	0	1	1	1	0
354	3	45	2	3	1	0	1	0	0	1	1	0	1
355	1	45	3	3	0	1	0	1	1	0	0	0	0
355	2	45	3	3	0	1	0	1	0	0	1	1	0
355	3	45	3	3	1	0	1	0	0	1	1	0	1
356	1	45	4	3	1	0	1	0	1	0	1	1	0
356	2	45	4	3	0	1	0	1	1	0	0	1	0
356	3	45	4	3	1	0	1	0	0	1	1	0	1
357	1	45	5	3	1	0	0	1	0	1	0	1	0
357	2	45	5	3	0	0	0	0	1	0	1	0	0
357	3	45	5	3	1	0	1	0	0	1	1	0	1
358	1	45	6	3	0	1	1	0	0	1	1	0	0
358	2	45	6	3	0	0	0	1	0	1	0	0	0
358	3	45	6	3	1	0	1	0	0	1	1	0	1
359	1	45	7	3	1	0	0	0	0	0	0	0	0
359	2	45	7	3	0	0	1	0	0	0	0	1	0
359	3	45	7	3	1	0	1	0	0	1	1	0	1
360	1	45	8	3	0	1	0	0	0	1	0	1	0
360	2	45	8	3	0	1	0	1	0	0	1	0	0
360	3	45	8	3	1	0	1	0	0	1	1	0	1
361	1	46	1	1	1	0	0	1	0	1	1	0	1
361	2	46	1	1	0	1	0	0	0	1	1	1	0
361	3	46	1	1	1	0	1	0	0	1	1	0	0
362	1	46	2	2	0	1	1	0	0	1	0	0	0
362	2	46	2	2	0	0	0	1	0	1	1	1	1
362	3	46	2	2	1	0	1	0	0	1	1	0	0
363	1	46	3	2	0	1	0	1	1	0	0	0	0
363	2	46	3	2	0	1	0	1	0	0	1	1	1
363	3	46	3	2	1	0	1	0	0	1	1	0	0
364	1	46	4	2	1	0	1	0	1	0	1	1	0
364	2	46	4	2	0	1	0	1	1	0	0	1	1
364	3	46	4	2	1	0	1	0	0	1	1	0	0
365	1	46	5	1	1	0	0	1	0	1	0	1	1
365	2	46	5	1	0	0	0	0	1	0	1	0	0
365	3	46	5	1	1	0	1	0	0	1	1	0	0
366	1	46	6	2	0	1	1	0	0	1	1	0	0
366	2	46	6	2	0	0	0	1	0	1	0	0	1
366	3	46	6	2	1	0	1	0	0	1	1	0	0
367	1	46	7	2	1	0	0	0	0	0	0	0	0
367	2	46	7	2	0	0	1	0	0	0	0	1	1
367	3	46	7	2	1	0	1	0	0	1	1	0	0
368	1	46	8	2	0	1	0	0	0	1	0	1	0
368	2	46	8	2	0	1	0	1	0	0	1	0	1
368	3	46	8	2	1	0	1	0	0	1	1	0	0
369	1	47	1	2	1	0	0	1	0	1	1	0	0
369	2	47	1	2	0	1	0	0	0	1	1	1	1
369	3	47	1	2	1	0	1	0	0	1	1	0	0
370	1	47	2	1	0	1	1	0	0	1	0	0	1
370	2	47	2	1	0	0	0	1	0	1	1	1	0
370	3	47	2	1	1	0	1	0	0	1	1	0	0
371	1	47	3	2	0	1	0	1	1	0	0	0	0
371	2	47	3	2	0	1	0	1	0	0	1	1	1
371	3	47	3	2	1	0	1	0	0	1	1	0	0
372	1	47	4	2	1	0	1	0	1	0	1	1	0
372	2	47	4	2	0	1	0	1	1	0	0	1	1
372	3	47	4	2	1	0	1	0	0	1	1	0	0
373	1	47	5	1	1	0	0	1	0	1	0	1	1
373	2	47	5	1	0	0	0	0	1	0	1	0	0
373	3	47	5	1	1	0	1	0	0	1	1	0	0
374	1	47	6	1	0	1	1	0	0	1	1	0	1
374	2	47	6	1	0	0	0	1	0	1	0	0	0
374	3	47	6	1	1	0	1	0	0	1	1	0	0
375	1	47	7	1	1	0	0	0	0	0	0	0	1
375	2	47	7	1	0	0	1	0	0	0	0	1	0
375	3	47	7	1	1	0	1	0	0	1	1	0	0
376	1	47	8	1	0	1	0	0	0	1	0	1	1
376	2	47	8	1	0	1	0	1	0	0	1	0	0
376	3	47	8	1	1	0	1	0	0	1	1	0	0
377	1	48	1	2	1	0	0	1	0	1	1	0	0
377	2	48	1	2	0	1	0	0	0	1	1	1	1
377	3	48	1	2	1	0	1	0	0	1	1	0	0
378	1	48	2	2	0	1	1	0	0	1	0	0	0
378	2	48	2	2	0	0	0	1	0	1	1	1	1
378	3	48	2	2	1	0	1	0	0	1	1	0	0
379	1	48	3	2	0	1	0	1	1	0	0	0	0
379	2	48	3	2	0	1	0	1	0	0	1	1	1
379	3	48	3	2	1	0	1	0	0	1	1	0	0
380	1	48	4	1	1	0	1	0	1	0	1	1	1
380	2	48	4	1	0	1	0	1	1	0	0	1	0
380	3	48	4	1	1	0	1	0	0	1	1	0	0
381	1	48	5	2	1	0	0	1	0	1	0	1	0
381	2	48	5	2	0	0	0	0	1	0	1	0	1
381	3	48	5	2	1	0	1	0	0	1	1	0	0
382	1	48	6	1	0	1	1	0	0	1	1	0	1
382	2	48	6	1	0	0	0	1	0	1	0	0	0
382	3	48	6	1	1	0	1	0	0	1	1	0	0
383	1	48	7	3	1	0	0	0	0	0	0	0	0
383	2	48	7	3	0	0	1	0	0	0	0	1	0
383	3	48	7	3	1	0	1	0	0	1	1	0	1
384	1	48	8	1	0	1	0	0	0	1	0	1	1
384	2	48	8	1	0	1	0	1	0	0	1	0	0
384	3	48	8	1	1	0	1	0	0	1	1	0	0
385	1	49	1	2	1	0	0	1	0	1	1	0	0
385	2	49	1	2	0	1	0	0	0	1	1	1	1
385	3	49	1	2	1	0	1	0	0	1	1	0	0
386	1	49	2	2	0	1	1	0	0	1	0	0	0
386	2	49	2	2	0	0	0	1	0	1	1	1	1
386	3	49	2	2	1	0	1	0	0	1	1	0	0
387	1	49	3	1	0	1	0	1	1	0	0	0	1
387	2	49	3	1	0	1	0	1	0	0	1	1	0
387	3	49	3	1	1	0	1	0	0	1	1	0	0
388	1	49	4	2	1	0	1	0	1	0	1	1	0
388	2	49	4	2	0	1	0	1	1	0	0	1	1
388	3	49	4	2	1	0	1	0	0	1	1	0	0
389	1	49	5	1	1	0	0	1	0	1	0	1	1
389	2	49	5	1	0	0	0	0	1	0	1	0	0
389	3	49	5	1	1	0	1	0	0	1	1	0	0
390	1	49	6	3	0	1	1	0	0	1	1	0	0
390	2	49	6	3	0	0	0	1	0	1	0	0	0
390	3	49	6	3	1	0	1	0	0	1	1	0	1
391	1	49	7	3	1	0	0	0	0	0	0	0	0
391	2	49	7	3	0	0	1	0	0	0	0	1	0
391	3	49	7	3	1	0	1	0	0	1	1	0	1
392	1	49	8	1	0	1	0	0	0	1	0	1	1
392	2	49	8	1	0	1	0	1	0	0	1	0	0
392	3	49	8	1	1	0	1	0	0	1	1	0	0
393	1	50	1	2	1	0	0	1	0	1	1	0	0
393	2	50	1	2	0	1	0	0	0	1	1	1	1
393	3	50	1	2	1	0	1	0	0	1	1	0	0
394	1	50	2	2	0	1	1	0	0	1	0	0	0
394	2	50	2	2	0	0	0	1	0	1	1	1	1
394	3	50	2	2	1	0	1	0	0	1	1	0	0
395	1	50	3	2	0	1	0	1	1	0	0	0	0
395	2	50	3	2	0	1	0	1	0	0	1	1	1
395	3	50	3	2	1	0	1	0	0	1	1	0	0
396	1	50	4	2	1	0	1	0	1	0	1	1	0
396	2	50	4	2	0	1	0	1	1	0	0	1	1
396	3	50	4	2	1	0	1	0	0	1	1	0	0
397	1	50	5	1	1	0	0	1	0	1	0	1	1
397	2	50	5	1	0	0	0	0	1	0	1	0	0
397	3	50	5	1	1	0	1	0	0	1	1	0	0
398	1	50	6	2	0	1	1	0	0	1	1	0	0
398	2	50	6	2	0	0	0	1	0	1	0	0	1
398	3	50	6	2	1	0	1	0	0	1	1	0	0
399	1	50	7	1	1	0	0	0	0	0	0	0	1
399	2	50	7	1	0	0	1	0	0	0	0	1	0
399	3	50	7	1	1	0	1	0	0	1	1	0	0
400	1	50	8	1	0	1	0	0	0	1	0	1	1
400	2	50	8	1	0	1	0	1	0	0	1	0	0
400	3	50	8	1	1	0	1	0	0	1	1	0	0
401	1	51	1	2	1	0	0	1	0	1	1	0	0
401	2	51	1	2	0	1	0	0	0	1	1	1	1
401	3	51	1	2	1	0	1	0	0	1	1	0	0
402	1	51	2	2	0	1	1	0	0	1	0	0	0
402	2	51	2	2	0	0	0	1	0	1	1	1	1
402	3	51	2	2	1	0	1	0	0	1	1	0	0
403	1	51	3	2	0	1	0	1	1	0	0	0	0
403	2	51	3	2	0	1	0	1	0	0	1	1	1
403	3	51	3	2	1	0	1	0	0	1	1	0	0
404	1	51	4	2	1	0	1	0	1	0	1	1	0
404	2	51	4	2	0	1	0	1	1	0	0	1	1
404	3	51	4	2	1	0	1	0	0	1	1	0	0
405	1	51	5	1	1	0	0	1	0	1	0	1	1
405	2	51	5	1	0	0	0	0	1	0	1	0	0
405	3	51	5	1	1	0	1	0	0	1	1	0	0
406	1	51	6	2	0	1	1	0	0	1	1	0	0
406	2	51	6	2	0	0	0	1	0	1	0	0	1
406	3	51	6	2	1	0	1	0	0	1	1	0	0
407	1	51	7	1	1	0	0	0	0	0	0	0	1
407	2	51	7	1	0	0	1	0	0	0	0	1	0
407	3	51	7	1	1	0	1	0	0	1	1	0	0
408	1	51	8	1	0	1	0	0	0	1	0	1	1
408	2	51	8	1	0	1	0	1	0	0	1	0	0
408	3	51	8	1	1	0	1	0	0	1	1	0	0
409	1	52	1	2	1	0	0	1	0	1	1	0	0
409	2	52	1	2	0	1	0	0	0	1	1	1	1
409	3	52	1	2	1	0	1	0	0	1	1	0	0
410	1	52	2	2	0	1	1	0	0	1	0	0	0
410	2	52	2	2	0	0	0	1	0	1	1	1	1
410	3	52	2	2	1	0	1	0	0	1	1	0	0
411	1	52	3	2	0	1	0	1	1	0	0	0	0
411	2	52	3	2	0	1	0	1	0	0	1	1	1
411	3	52	3	2	1	0	1	0	0	1	1	0	0
412	1	52	4	1	1	0	1	0	1	0	1	1	1
412	2	52	4	1	0	1	0	1	1	0	0	1	0
412	3	52	4	1	1	0	1	0	0	1	1	0	0
413	1	52	5	2	1	0	0	1	0	1	0	1	0
413	2	52	5	2	0	0	0	0	1	0	1	0	1
413	3	52	5	2	1	0	1	0	0	1	1	0	0
414	1	52	6	3	0	1	1	0	0	1	1	0	0
414	2	52	6	3	0	0	0	1	0	1	0	0	0
414	3	52	6	3	1	0	1	0	0	1	1	0	1
415	1	52	7	3	1	0	0	0	0	0	0	0	0
415	2	52	7	3	0	0	1	0	0	0	0	1	0
415	3	52	7	3	1	0	1	0	0	1	1	0	1
416	1	52	8	3	0	1	0	0	0	1	0	1	0
416	2	52	8	3	0	1	0	1	0	0	1	0	0
416	3	52	8	3	1	0	1	0	0	1	1	0	1
417	1	53	1	2	1	0	0	1	0	1	1	0	0
417	2	53	1	2	0	1	0	0	0	1	1	1	1
417	3	53	1	2	1	0	1	0	0	1	1	0	0
418	1	53	2	2	0	1	1	0	0	1	0	0	0
418	2	53	2	2	0	0	0	1	0	1	1	1	1
418	3	53	2	2	1	0	1	0	0	1	1	0	0
419	1	53	3	1	0	1	0	1	1	0	0	0	1
419	2	53	3	1	0	1	0	1	0	0	1	1	0
419	3	53	3	1	1	0	1	0	0	1	1	0	0
420	1	53	4	2	1	0	1	0	1	0	1	1	0
420	2	53	4	2	0	1	0	1	1	0	0	1	1
420	3	53	4	2	1	0	1	0	0	1	1	0	0
421	1	53	5	1	1	0	0	1	0	1	0	1	1
421	2	53	5	1	0	0	0	0	1	0	1	0	0
421	3	53	5	1	1	0	1	0	0	1	1	0	0
422	1	53	6	2	0	1	1	0	0	1	1	0	0
422	2	53	6	2	0	0	0	1	0	1	0	0	1
422	3	53	6	2	1	0	1	0	0	1	1	0	0
423	1	53	7	1	1	0	0	0	0	0	0	0	1
423	2	53	7	1	0	0	1	0	0	0	0	1	0
423	3	53	7	1	1	0	1	0	0	1	1	0	0
424	1	53	8	1	0	1	0	0	0	1	0	1	1
424	2	53	8	1	0	1	0	1	0	0	1	0	0
424	3	53	8	1	1	0	1	0	0	1	1	0	0
425	1	54	1	2	1	0	0	1	0	1	1	0	0
425	2	54	1	2	0	1	0	0	0	1	1	1	1
425	3	54	1	2	1	0	1	0	0	1	1	0	0
426	1	54	2	2	0	1	1	0	0	1	0	0	0
426	2	54	2	2	0	0	0	1	0	1	1	1	1
426	3	54	2	2	1	0	1	0	0	1	1	0	0
427	1	54	3	3	0	1	0	1	1	0	0	0	0
427	2	54	3	3	0	1	0	1	0	0	1	1	0
427	3	54	3	3	1	0	1	0	0	1	1	0	1
428	1	54	4	1	1	0	1	0	1	0	1	1	1
428	2	54	4	1	0	1	0	1	1	0	0	1	0
428	3	54	4	1	1	0	1	0	0	1	1	0	0
429	1	54	5	2	1	0	0	1	0	1	0	1	0
429	2	54	5	2	0	0	0	0	1	0	1	0	1
429	3	54	5	2	1	0	1	0	0	1	1	0	0
430	1	54	6	1	0	1	1	0	0	1	1	0	1
430	2	54	6	1	0	0	0	1	0	1	0	0	0
430	3	54	6	1	1	0	1	0	0	1	1	0	0
431	1	54	7	3	1	0	0	0	0	0	0	0	0
431	2	54	7	3	0	0	1	0	0	0	0	1	0
431	3	54	7	3	1	0	1	0	0	1	1	0	1
432	1	54	8	3	0	1	0	0	0	1	0	1	0
432	2	54	8	3	0	1	0	1	0	0	1	0	0
432	3	54	8	3	1	0	1	0	0	1	1	0	1
433	1	55	1	1	1	0	0	1	0	1	1	0	1
433	2	55	1	1	0	1	0	0	0	1	1	1	0
433	3	55	1	1	1	0	1	0	0	1	1	0	0
434	1	55	2	3	0	1	1	0	0	1	0	0	0
434	2	55	2	3	0	0	0	1	0	1	1	1	0
434	3	55	2	3	1	0	1	0	0	1	1	0	1
435	1	55	3	3	0	1	0	1	1	0	0	0	0
435	2	55	3	3	0	1	0	1	0	0	1	1	0
435	3	55	3	3	1	0	1	0	0	1	1	0	1
436	1	55	4	3	1	0	1	0	1	0	1	1	0
436	2	55	4	3	0	1	0	1	1	0	0	1	0
436	3	55	4	3	1	0	1	0	0	1	1	0	1
437	1	55	5	3	1	0	0	1	0	1	0	1	0
437	2	55	5	3	0	0	0	0	1	0	1	0	0
437	3	55	5	3	1	0	1	0	0	1	1	0	1
438	1	55	6	3	0	1	1	0	0	1	1	0	0
438	2	55	6	3	0	0	0	1	0	1	0	0	0
438	3	55	6	3	1	0	1	0	0	1	1	0	1
439	1	55	7	3	1	0	0	0	0	0	0	0	0
439	2	55	7	3	0	0	1	0	0	0	0	1	0
439	3	55	7	3	1	0	1	0	0	1	1	0	1
440	1	55	8	3	0	1	0	0	0	1	0	1	0
440	2	55	8	3	0	1	0	1	0	0	1	0	0
440	3	55	8	3	1	0	1	0	0	1	1	0	1
441	1	56	1	1	1	0	0	1	0	1	1	0	1
441	2	56	1	1	0	1	0	0	0	1	1	1	0
441	3	56	1	1	1	0	1	0	0	1	1	0	0
442	1	56	2	2	0	1	1	0	0	1	0	0	0
442	2	56	2	2	0	0	0	1	0	1	1	1	1
442	3	56	2	2	1	0	1	0	0	1	1	0	0
443	1	56	3	1	0	1	0	1	1	0	0	0	1
443	2	56	3	1	0	1	0	1	0	0	1	1	0
443	3	56	3	1	1	0	1	0	0	1	1	0	0
444	1	56	4	2	1	0	1	0	1	0	1	1	0
444	2	56	4	2	0	1	0	1	1	0	0	1	1
444	3	56	4	2	1	0	1	0	0	1	1	0	0
445	1	56	5	1	1	0	0	1	0	1	0	1	1
445	2	56	5	1	0	0	0	0	1	0	1	0	0
445	3	56	5	1	1	0	1	0	0	1	1	0	0
446	1	56	6	2	0	1	1	0	0	1	1	0	0
446	2	56	6	2	0	0	0	1	0	1	0	0	1
446	3	56	6	2	1	0	1	0	0	1	1	0	0
447	1	56	7	3	1	0	0	0	0	0	0	0	0
447	2	56	7	3	0	0	1	0	0	0	0	1	0
447	3	56	7	3	1	0	1	0	0	1	1	0	1
448	1	56	8	3	0	1	0	0	0	1	0	1	0
448	2	56	8	3	0	1	0	1	0	0	1	0	0
448	3	56	8	3	1	0	1	0	0	1	1	0	1
449	1	57	1	3	1	0	0	1	0	1	1	0	0
449	2	57	1	3	0	1	0	0	0	1	1	1	0
449	3	57	1	3	1	0	1	0	0	1	1	0	1
450	1	57	2	3	0	1	1	0	0	1	0	0	0
450	2	57	2	3	0	0	0	1	0	1	1	1	0
450	3	57	2	3	1	0	1	0	0	1	1	0	1
451	1	57	3	1	0	1	0	1	1	0	0	0	1
451	2	57	3	1	0	1	0	1	0	0	1	1	0
451	3	57	3	1	1	0	1	0	0	1	1	0	0
452	1	57	4	1	1	0	1	0	1	0	1	1	1
452	2	57	4	1	0	1	0	1	1	0	0	1	0
452	3	57	4	1	1	0	1	0	0	1	1	0	0
453	1	57	5	2	1	0	0	1	0	1	0	1	0
453	2	57	5	2	0	0	0	0	1	0	1	0	1
453	3	57	5	2	1	0	1	0	0	1	1	0	0
454	1	57	6	1	0	1	1	0	0	1	1	0	1
454	2	57	6	1	0	0	0	1	0	1	0	0	0
454	3	57	6	1	1	0	1	0	0	1	1	0	0
455	1	57	7	3	1	0	0	0	0	0	0	0	0
455	2	57	7	3	0	0	1	0	0	0	0	1	0
455	3	57	7	3	1	0	1	0	0	1	1	0	1
456	1	57	8	3	0	1	0	0	0	1	0	1	0
456	2	57	8	3	0	1	0	1	0	0	1	0	0
456	3	57	8	3	1	0	1	0	0	1	1	0	1
457	1	58	1	2	1	0	0	1	0	1	1	0	0
457	2	58	1	2	0	1	0	0	0	1	1	1	1
457	3	58	1	2	1	0	1	0	0	1	1	0	0
458	1	58	2	2	0	1	1	0	0	1	0	0	0
458	2	58	2	2	0	0	0	1	0	1	1	1	1
458	3	58	2	2	1	0	1	0	0	1	1	0	0
459	1	58	3	1	0	1	0	1	1	0	0	0	1
459	2	58	3	1	0	1	0	1	0	0	1	1	0
459	3	58	3	1	1	0	1	0	0	1	1	0	0
460	1	58	4	1	1	0	1	0	1	0	1	1	1
460	2	58	4	1	0	1	0	1	1	0	0	1	0
460	3	58	4	1	1	0	1	0	0	1	1	0	0
461	1	58	5	2	1	0	0	1	0	1	0	1	0
461	2	58	5	2	0	0	0	0	1	0	1	0	1
461	3	58	5	2	1	0	1	0	0	1	1	0	0
462	1	58	6	2	0	1	1	0	0	1	1	0	0
462	2	58	6	2	0	0	0	1	0	1	0	0	1
462	3	58	6	2	1	0	1	0	0	1	1	0	0
463	1	58	7	1	1	0	0	0	0	0	0	0	1
463	2	58	7	1	0	0	1	0	0	0	0	1	0
463	3	58	7	1	1	0	1	0	0	1	1	0	0
464	1	58	8	1	0	1	0	0	0	1	0	1	1
464	2	58	8	1	0	1	0	1	0	0	1	0	0
464	3	58	8	1	1	0	1	0	0	1	1	0	0
465	1	59	1	3	1	0	0	1	0	1	1	0	0
465	2	59	1	3	0	1	0	0	0	1	1	1	0
465	3	59	1	3	1	0	1	0	0	1	1	0	1
466	1	59	2	2	0	1	1	0	0	1	0	0	0
466	2	59	2	2	0	0	0	1	0	1	1	1	1
466	3	59	2	2	1	0	1	0	0	1	1	0	0
467	1	59	3	2	0	1	0	1	1	0	0	0	0
467	2	59	3	2	0	1	0	1	0	0	1	1	1
467	3	59	3	2	1	0	1	0	0	1	1	0	0
468	1	59	4	2	1	0	1	0	1	0	1	1	0
468	2	59	4	2	0	1	0	1	1	0	0	1	1
468	3	59	4	2	1	0	1	0	0	1	1	0	0
469	1	59	5	3	1	0	0	1	0	1	0	1	0
469	2	59	5	3	0	0	0	0	1	0	1	0	0
469	3	59	5	3	1	0	1	0	0	1	1	0	1
470	1	59	6	3	0	1	1	0	0	1	1	0	0
470	2	59	6	3	0	0	0	1	0	1	0	0	0
470	3	59	6	3	1	0	1	0	0	1	1	0	1
471	1	59	7	2	1	0	0	0	0	0	0	0	0
471	2	59	7	2	0	0	1	0	0	0	0	1	1
471	3	59	7	2	1	0	1	0	0	1	1	0	0
472	1	59	8	3	0	1	0	0	0	1	0	1	0
472	2	59	8	3	0	1	0	1	0	0	1	0	0
472	3	59	8	3	1	0	1	0	0	1	1	0	1
473	1	60	1	2	1	0	0	1	0	1	1	0	0
473	2	60	1	2	0	1	0	0	0	1	1	1	1
473	3	60	1	2	1	0	1	0	0	1	1	0	0
474	1	60	2	2	0	1	1	0	0	1	0	0	0
474	2	60	2	2	0	0	0	1	0	1	1	1	1
474	3	60	2	2	1	0	1	0	0	1	1	0	0
475	1	60	3	1	0	1	0	1	1	0	0	0	1
475	2	60	3	1	0	1	0	1	0	0	1	1	0
475	3	60	3	1	1	0	1	0	0	1	1	0	0
476	1	60	4	2	1	0	1	0	1	0	1	1	0
476	2	60	4	2	0	1	0	1	1	0	0	1	1
476	3	60	4	2	1	0	1	0	0	1	1	0	0
477	1	60	5	1	1	0	0	1	0	1	0	1	1
477	2	60	5	1	0	0	0	0	1	0	1	0	0
477	3	60	5	1	1	0	1	0	0	1	1	0	0
478	1	60	6	2	0	1	1	0	0	1	1	0	0
478	2	60	6	2	0	0	0	1	0	1	0	0	1
478	3	60	6	2	1	0	1	0	0	1	1	0	0
479	1	60	7	1	1	0	0	0	0	0	0	0	1
479	2	60	7	1	0	0	1	0	0	0	0	1	0
479	3	60	7	1	1	0	1	0	0	1	1	0	0
480	1	60	8	1	0	1	0	0	0	1	0	1	1
480	2	60	8	1	0	1	0	1	0	0	1	0	0
480	3	60	8	1	1	0	1	0	0	1	1	0	0
481	1	61	1	2	1	0	0	1	0	1	1	0	0
481	2	61	1	2	0	1	0	0	0	1	1	1	1
481	3	61	1	2	1	0	1	0	0	1	1	0	0
482	1	61	2	2	0	1	1	0	0	1	0	0	0
482	2	61	2	2	0	0	0	1	0	1	1	1	1
482	3	61	2	2	1	0	1	0	0	1	1	0	0
483	1	61	3	2	0	1	0	1	1	0	0	0	0
483	2	61	3	2	0	1	0	1	0	0	1	1	1
483	3	61	3	2	1	0	1	0	0	1	1	0	0
484	1	61	4	3	1	0	1	0	1	0	1	1	0
484	2	61	4	3	0	1	0	1	1	0	0	1	0
484	3	61	4	3	1	0	1	0	0	1	1	0	1
485	1	61	5	2	1	0	0	1	0	1	0	1	0
485	2	61	5	2	0	0	0	0	1	0	1	0	1
485	3	61	5	2	1	0	1	0	0	1	1	0	0
486	1	61	6	1	0	1	1	0	0	1	1	0	1
486	2	61	6	1	0	0	0	1	0	1	0	0	0
486	3	61	6	1	1	0	1	0	0	1	1	0	0
487	1	61	7	3	1	0	0	0	0	0	0	0	0
487	2	61	7	3	0	0	1	0	0	0	0	1	0
487	3	61	7	3	1	0	1	0	0	1	1	0	1
488	1	61	8	2	0	1	0	0	0	1	0	1	0
488	2	61	8	2	0	1	0	1	0	0	1	0	1
488	3	61	8	2	1	0	1	0	0	1	1	0	0
489	1	62	1	2	1	0	0	1	0	1	1	0	0
489	2	62	1	2	0	1	0	0	0	1	1	1	1
489	3	62	1	2	1	0	1	0	0	1	1	0	0
490	1	62	2	2	0	1	1	0	0	1	0	0	0
490	2	62	2	2	0	0	0	1	0	1	1	1	1
490	3	62	2	2	1	0	1	0	0	1	1	0	0
491	1	62	3	2	0	1	0	1	1	0	0	0	0
491	2	62	3	2	0	1	0	1	0	0	1	1	1
491	3	62	3	2	1	0	1	0	0	1	1	0	0
492	1	62	4	2	1	0	1	0	1	0	1	1	0
492	2	62	4	2	0	1	0	1	1	0	0	1	1
492	3	62	4	2	1	0	1	0	0	1	1	0	0
493	1	62	5	2	1	0	0	1	0	1	0	1	0
493	2	62	5	2	0	0	0	0	1	0	1	0	1
493	3	62	5	2	1	0	1	0	0	1	1	0	0
494	1	62	6	2	0	1	1	0	0	1	1	0	0
494	2	62	6	2	0	0	0	1	0	1	0	0	1
494	3	62	6	2	1	0	1	0	0	1	1	0	0
495	1	62	7	2	1	0	0	0	0	0	0	0	0
495	2	62	7	2	0	0	1	0	0	0	0	1	1
495	3	62	7	2	1	0	1	0	0	1	1	0	0
496	1	62	8	1	0	1	0	0	0	1	0	1	1
496	2	62	8	1	0	1	0	1	0	0	1	0	0
496	3	62	8	1	1	0	1	0	0	1	1	0	0
497	1	63	1	2	1	0	0	1	0	1	1	0	0
497	2	63	1	2	0	1	0	0	0	1	1	1	1
497	3	63	1	2	1	0	1	0	0	1	1	0	0
498	1	63	2	2	0	1	1	0	0	1	0	0	0
